timestamp,segmen,target,durasi_ms,ok,extra
2026-07-22 07:28:49,gw_total_frame,Node3,230.10,1,
2026-07-22 07:28:50,lora_link,Node1,1086.31,1,rssi=-70;snr=9.0;bytes=182
2026-07-22 07:28:51,firebase_upload,detection_system/node1,79.56,1,bytes=291
2026-07-22 07:28:52,lora_link,Node2,1096.35,1,rssi=-70;snr=9.5;bytes=182
2026-07-22 07:28:52,firebase_upload,detection_system/node2,82.88,1,bytes=291
2026-07-22 07:28:52,decision,Node2,0.05,1,pred=0
2026-07-22 07:28:52,firebase_upload,detection_system/node2,65.37,1,bytes=128
2026-07-22 07:28:52,firebase_upload,Timeseries/Node2,71.22,1,bytes=58
2026-07-22 07:28:52,gw_total_frame,Node2,225.83,1,
2026-07-22 07:28:53,lora_link,Node3,1088.87,1,rssi=-62;snr=9.75;bytes=182
2026-07-22 07:28:53,firebase_upload,detection_system/node3,91.01,1,bytes=292
2026-07-22 07:28:54,lora_link,Node1,1097.71,1,rssi=-70;snr=9.5;bytes=182
2026-07-22 07:28:55,firebase_upload,detection_system/node1,88.89,1,bytes=291
2026-07-22 07:28:55,decision,Node1,0.04,1,pred=0
2026-07-22 07:28:55,firebase_upload,detection_system/node1,70.26,1,bytes=128
2026-07-22 07:28:55,firebase_upload,Timeseries/Node1,72.85,1,bytes=58
2026-07-22 07:28:55,gw_total_frame,Node1,236.58,1,
2026-07-22 07:28:56,lora_link,Node2,1079.87,1,rssi=-70;snr=9.75;bytes=182
2026-07-22 07:28:56,firebase_upload,detection_system/node2,71.66,1,bytes=292
2026-07-22 07:28:57,lora_link,Node3,1098.06,1,rssi=-61;snr=9.75;bytes=182
2026-07-22 07:28:57,firebase_upload,detection_system/node3,81.20,1,bytes=292
2026-07-22 07:28:57,decision,Node3,0.04,1,pred=0
2026-07-22 07:28:57,firebase_upload,detection_system/node3,73.91,1,bytes=128
2026-07-22 07:28:57,firebase_upload,Timeseries/Node3,75.15,1,bytes=58
2026-07-22 07:28:57,gw_total_frame,Node3,235.61,1,
2026-07-22 07:28:58,lora_link,Node1,1080.53,1,rssi=-70;snr=9.25;bytes=182
2026-07-22 07:28:58,firebase_upload,detection_system/node1,73.88,1,bytes=292
2026-07-22 07:29:00,lora_link,Node2,1092.72,1,rssi=-70;snr=9.75;bytes=182
2026-07-22 07:29:00,firebase_upload,detection_system/node2,73.87,1,bytes=292
2026-07-22 07:29:00,decision,Node2,0.03,1,pred=0
2026-07-22 07:29:00,firebase_upload,detection_system/node2,71.06,1,bytes=128
2026-07-22 07:29:00,firebase_upload,Timeseries/Node2,69.61,1,bytes=58
2026-07-22 07:29:00,gw_total_frame,Node2,218.87,1,
2026-07-22 07:29:01,lora_link,Node3,1097.01,1,rssi=-61;snr=10.0;bytes=182
2026-07-22 07:29:01,firebase_upload,detection_system/node3,76.73,1,bytes=292
2026-07-22 07:29:02,lora_link,Node1,1097.48,1,rssi=-70;snr=9.25;bytes=182
2026-07-22 07:29:02,firebase_upload,detection_system/node1,77.17,1,bytes=292
2026-07-22 07:29:02,decision,Node1,0.08,1,pred=0
2026-07-22 07:29:03,firebase_upload,detection_system/node1,93.30,1,bytes=128
2026-07-22 07:29:03,firebase_upload,Timeseries/Node1,75.06,1,bytes=58
2026-07-22 07:29:03,gw_total_frame,Node1,252.16,1,
2026-07-22 07:29:04,lora_link,Node2,1063.69,1,rssi=-71;snr=9.25;bytes=182
2026-07-22 07:29:04,firebase_upload,detection_system/node2,73.48,1,bytes=292
2026-07-22 07:29:05,lora_link,Node3,1093.81,1,rssi=-62;snr=10.25;bytes=182
2026-07-22 07:29:05,firebase_upload,detection_system/node3,73.01,1,bytes=293
2026-07-22 07:29:05,decision,Node3,0.04,1,pred=0
2026-07-22 07:29:05,firebase_upload,detection_system/node3,74.29,1,bytes=128
2026-07-22 07:29:05,firebase_upload,Timeseries/Node3,76.08,1,bytes=58
2026-07-22 07:29:05,gw_total_frame,Node3,228.78,1,
2026-07-22 07:29:06,lora_link,Node1,1087.37,1,rssi=-70;snr=9.25;bytes=182
2026-07-22 07:29:06,firebase_upload,detection_system/node1,79.32,1,bytes=292
2026-07-22 07:29:08,lora_link,Node2,1098.08,1,rssi=-70;snr=9.0;bytes=182
